#,row_id,criterion,tag,evidence,note,agreement
1,(multiple),C2,other-issue,"[run2] **Recurring formatting pattern**: many PRI-derived rows have trailing `?.` (question mark followed by period) in their descriptions (e.g., EXEMPT_GOVT_OFFICIAL_CAPACITY, EXEMPT_GOVT_PARTIAL_RELIEF, PARITY_GOVT_AS_LOBBYIST, PARITY_GOVT_AS_PRINCIPAL, DEF_PUBLIC_ENTITY, RPT_PRINCIPAL_GATE, RPT_PRINCIPAL_CONTACT, RPT_PRINCIPAL_LOBBYIST_NAMES, RPT_PRINCIPAL_LOBBYIST_CONTACT, RPT_PRINCIPAL_BUSINESS_NATURE, RPT_PRINCIPAL_ISSUE_GENERAL, RPT_PRINCIPAL_BILL_SPECIFIC, RPT_PRINCIPAL_CONTACTS_LOGGED, RPT_PRINCIPAL_FINANCIAL_CONTRIBUTORS, RPT_LOBBYIST_GATE, RPT_LOBBYIST_CONTACT, RPT_LOBBYIST_PRINCIPAL_NAMES, RPT_LOBBYIST_PRINCIPAL_CONTACT, RPT_LOBBYIST_PRINCIPAL_NATURE, RPT_LOBBYIST_ISSUE_GENERAL, RPT_LOBBYIST_BILL_SPECIFIC, RPT_LOBBYIST_CONTACTS_LOGGED, ~24 PRI-A/B/E rows). Each is a verbatim PRI question ending in `?` plus a `.` period the loader added. Harmless functionally but indicates `compendium/disclosure_items.csv` was generated by appending `.` to PRI item_text without stripping trailing punctuation. Flag for Phase 1 cosmetic-cleanup batch.","single-run flag, run2 only | run2 note: confidence: high; `other-issue` per plan §""churn"" guidance",run2-only
2,ACC_AGGREGATE_TOTALS_BY_DEADLINE,C1,axis-ambiguous-name,[run1] ID 'BY_DEADLINE' is unusual; CPI Q36 is 'Aggregate spending broken down by reporting deadline' (showing aggregate spent in each filing period). The ID could read as 'by missed deadline' or 'by upcoming deadline'.,"single-run flag, run1 only | run1 note: Mild.",run1-only
3,ACC_AGGREGATE_TOTALS_BY_DEADLINE,C2,description-narrower-than-rubric,"[run2] Description `State agency publishes aggregate lobbying spending across all reporting-period deadlines.` matches CPI Q36 (""aggregate spending total by spending-report deadlines""). Ambiguous: is this ""publish aggregate by deadline-period"" (e.g., quarterly cumulative) or ""publish aggregate organized by which deadline produced it""? CPI Q36 is open.","single-run flag, run2 only | run2 note: confidence: low",run2-only
4,ACC_COPIES_COST,C2,description-misscoped,"[run2] Description `Cost the state agency charges per page for paper copies of disclosure documents (a cost barrier to access).` matches CPI Q33 conceptually, but Q33's response options span more than per-page cost (free / by-page / flat-fee). data_type is `numeric` per CSV; description's ""per page"" framing presumes the by-page model.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
5,ACC_CURRENT_YEAR_DATA,C2,description-narrower-than-rubric,"[run2] Description `At least some current lobbying data/information available on the website for the most recent year.` is verbatim PRI Q4. ""Some current data"" admits low-bar interpretation.","single-run flag, run2 only | run2 note: confidence: low",run2-only
6,ACC_DATA_AVAILABLE_AT_ALL,C2,description-misscoped,"[run1] Description: 'At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).' References include sunlight_2015::document_accessibility which Sunlight defines as 'Form Accessibility' (a 4-tier ordinal about whether *forms* — registration/expenditure forms — can be accessed online), not whether *lobbying data* is available. Different scope.","single-run flag, run1 only | run1 note: Sunlight's tier is form-availability",run1-only
7,ACC_DATA_AVAILABLE_AT_ALL,C3,cluster-asks-two-questions,"[run2] framework_references include PRI Q1 (data available in any format/by any channel), FOCAL 3.3 (open license, machine-readable, etc. — much more demanding), Sunlight `document_accessibility` (portal usability ordinal), OpenSecrets `public_lists_baseline`. Cluster spans bare-availability (PRI Q1, easy) to open-data quality (FOCAL 3.3, demanding multi-condition). The description is verbatim PRI Q1, so the cluster has drifted past the description.","single-run flag, run2 only | run2 note: confidence: high",run2-only
8,ACC_DEDICATED_WEBSITE,C2,description-narrower-than-rubric,[run1] Description 'The state has a dedicated website for lobbying information.' covers website-existence question only; cross-refs to Hired Guns Q28+Q29 are about online filing (different question).,"single-run flag, run1 only | run1 note: Compounds with C3 cluster.",run1-only
9,ACC_DEDICATED_WEBSITE,C3,cluster-asks-two-questions,"[run1] 5 cross-refs: PRI Q2 (dedicated lobbying website), FOCAL 3.1 (Lobbyist register is online), Hired Guns Q28 (online registration filing), Hired Guns Q29 (online spending reporting), OpenSecrets public_lists. Q28/Q29 are about *filing online* (lobbyist/employer can submit forms via internet) — narrower/different than 'state has dedicated website for lobbying info'. [run2] framework_references include PRI Q2 (dedicated website), FOCAL 3.1 (lobbyist register is online), Hired Guns Q28+Q29 (online registration *filing* + online spending-report *filing*), OpenSecrets `public_lists`. Cluster mixes ""is there a website?"" with ""do filings happen online?"" — different mechanisms. CPI Q28/Q29 specifically are about *filing* online (input side), while PRI Q2/FOCAL 3.1/OS are about *information availability* (output side).",run1 note: Cluster bundles three distinct concepts: 'website exists' | run2 note: confidence: medium,both
10,ACC_DIARIES_ONLINE,C2,description-narrower-than-rubric,"[run2] Description `Diaries available online (eg, lobbyists, ministers, ministerial staff).` — same Westminster-term translation issue.","single-run flag, run2 only | run2 note: confidence: low",run2-only
11,ACC_DIARIES_ONLINE,C4,cross-row-overlap,"[run1] Pair with RPT_OFFICIAL_DIARY_DISCLOSURE. [run2] ACC_DIARIES_ONLINE (FOCAL 3.2 — ""Diaries available online"") and RPT_OFFICIAL_DIARY_DISCLOSURE (FOCAL 2.3 — ""Ministerial diaries are disclosed monthly"") have overlapping subject matter (officials' diaries); ACC version is online-availability, RPT version is disclosure-cadence. Harness rule for distinguishing them is implicit in the domain assignment, not in the descriptions.",run1 note: Same. | run2 note: confidence: low,both
12,ACC_DOWNLOAD_ANALYSIS_READY,C3,cluster-asks-two-questions,"[run1] 7 cross-refs: PRI Q6 (downloadable in usable format), FOCAL 3.3 (compound: no registration, free, open license, non-proprietary, machine readable), FOCAL 3.4 (downloadable as files), Sunlight document_accessibility (4-tier form access), Hired Guns Q31 (registrations format 4-tier), Hired Guns Q32 (spending reports format 4-tier), OpenSecrets public_download. FOCAL 3.3 explicitly flagged in focal_2024_indicators.csv as 'Compound indicator: five sub-conditions ... Scoring may require decomposition.' The cross-ref aggregation papers over a known-decomposable indicator. [run2] framework_references include PRI Q6 (analysis-ready download), FOCAL 3.3 (open data multi-condition), FOCAL 3.4 (downloadable), Sunlight `document_accessibility`, Hired Guns Q31+Q32 (format of registrations directory + format of spending reports), OpenSecrets `public_download`. FOCAL 3.3 belongs more naturally on ACC_DATA_AVAILABLE_AT_ALL (#70) per the dedup map's disjunctive expression; here it's also referenced for the format dimension. Cluster spans format (CPI Q31/Q32, Sunlight) + downloadability (FOCAL 3.4, OS) + analysis-ready format (PRI Q6) + open-data quality (FOCAL 3.3).",run1 note: Highest cross-ref count among accessibility rows. | run2 note: confidence: medium,both
13,ACC_HISTORICAL_DATA,C2,description-broader-than-rubric,"[run2] Description `Historical lobbying information is available, downloadable, or at least viewable on the state's website.` is verbatim PRI Q5. The disjunction ""available / downloadable / viewable"" admits very different fact-patterns; states answer differently depending on which disjunct they meet. data_type is `boolean` (binary), so the disjunction is OR'd into one yes/no. FOCAL 3.8 is also referenced (""downloadable"") — narrower than PRI's disjunction.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
14,ACC_LINKED_DATA,C2,description-narrower-than-rubric,"[run2] Description `Linked or interconnected data (to other datasets, eg, campaign financing).` is FOCAL 3.7. ""Linked data"" has a specific technical meaning (RDF / Semantic Web) that FOCAL doesn't necessarily intend; description doesn't disambiguate.","single-run flag, run2 only | run2 note: confidence: low",run2-only
15,ACC_MULTI_CRITERIA_SORT,C2,description-broader-than-rubric,"[run2] Description `Users can simultaneously sort lobbying data by multiple criteria.` is verbatim PRI Q8. Row name says ""(ordinal 0-15)"" — but PRI Q8 is the simultaneous-sort score that aggregates the 15 individual sort criteria of PRI Q7a-o. Description does not communicate the ordinal scale.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
16,ACC_MULTI_CRITERIA_SORT,C3,cluster-asks-two-questions,"[run1] 4 cross-refs: PRI Q8, FOCAL 3.5, Sunlight document_accessibility (form-access tier), OpenSecrets public_search. Sunlight's tier is form-access, not multi-criteria-sort. Mismatched cross-ref.","single-run flag, run1 only | run1 note: Same Sunlight tier mismatch.",run1-only
17,ACC_MULTI_CRITERIA_SORT,C4,cross-row-overlap,"[run2] The 15 ACC_SORT_BY_* rows (PRI Q7a-o) each ask about a single sort dimension; ACC_MULTI_CRITERIA_SORT (PRI Q8) asks about simultaneous-multi-sort capability. The compendium represents Q8's 0-15 ordinal alongside Q7's 15 booleans — but harness rule for whether Q8's score = sum of Q7s, or independent, is not explicit.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
18,ACC_REGISTRY_UPDATE_FRESHNESS,C2,description-misscoped,"[run2] Description `Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily).` is verbatim FOCAL 2.1; states' answer values include ""annual"" / ""manual"" / ""real-time"" — the data_type is `categorical` per CSV. Description does not enumerate the categorical scale.","single-run flag, run2 only | run2 note: confidence: low",run2-only
19,ACC_REGISTRY_UPDATE_FRESHNESS,C3,cluster-asks-two-questions,"[run2] framework_references: FOCAL 2.1 (""changes updated close to real time, eg, daily"") + Hired Guns Q38 (""How often are lobby lists updated?""). FOCAL 2.1's specific anchor is ""daily""; Q38 is open-ended frequency. Cluster cohesive enough; flag is borderline.","single-run flag, run2 only | run2 note: confidence: low",run2-only
20,ACC_REGISTRY_UPDATE_FRESHNESS,C4,cross-row-overlap,[run2] ACC_REGISTRY_UPDATE_FRESHNESS (FOCAL 2.1: registration changes pushed close to real-time) vs ACC_ACTIVITY_DISCLOSURE_FRESHNESS (FOCAL 2.2: activity disclosures pushed close to real-time). Two different freshness measures; descriptions mention they're different but a portal that updates both gets both populated. Reasonable separation; flag is for cross-domain consistency.,"single-run flag, run2 only | run2 note: confidence: low",run2-only
21,ACC_SORT_BY_DATE,C4,cross-row-overlap,"[run2] ACC_SORT_BY_DATE (Q7e: specific date) vs ACC_SORT_BY_PERIOD (Q7f: specific time period). Date is a point, period is a range; portals usually accept both as date filters. Q7e and Q7f populate together for any portal supporting date-range queries.","single-run flag, run2 only | run2 note: confidence: low",run2-only
22,ACC_SORT_BY_LEGAL_STATUS,C4,cross-row-overlap,"[run2] ACC_SORT_BY_LEGAL_STATUS (Q7m: govt / non-profit / for-profit) and RPT_PRINCIPAL_BUSINESS_NATURE (PRI E1e: principal nature public/private). Q7m is portal-side filterability of the underlying field that E1e disclosure populates. Pair is correct (different domains, different observability) but worth flagging for cross-domain consistency review.","single-run flag, run2 only | run2 note: confidence: low",run2-only
23,ACC_SORT_BY_LOBBYIST_NAME,C4,cross-row-overlap,[run2] ACC_SORT_BY_LOBBYIST_NAME (Q7c) and ACC_SORT_BY_LOBBYIST_LOCATION (Q7d) — same pattern as #121 but for lobbyist. Q7c's name + Q7d's address are inputs to the same search box on most portals.,"single-run flag, run2 only | run2 note: confidence: low",run2-only
24,ACC_SORT_BY_PRINCIPAL_LOCATION,C4,cross-row-overlap,"[run2] ACC_SORT_BY_PRINCIPAL (Q7a: principal as searchable field) and ACC_SORT_BY_PRINCIPAL_LOCATION (Q7b: principal's location) overlap when a portal lets you search by city/state — ""principal address"" (Q7a's ""city, authority, employer, corporation"" includes city) vs ""specific address; city"" (Q7b). Q7a's parenthetical includes ""city"" overlapping Q7b. PRI 2010's own rubric had this overlap.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
25,ACC_SORT_BY_SECTOR,C4,cross-row-overlap,[run2] ACC_SORT_BY_SECTOR (Q7n) vs ACC_SORT_BY_SUB_SECTOR (Q7o) — sector and sub-sector are nested taxonomies; portals supporting one usually support the other.,"single-run flag, run2 only | run2 note: confidence: low",run2-only
26,ACC_SORT_BY_TOTAL_EXPENDITURES,C4,cross-row-overlap,[run2] ACC_SORT_BY_TOTAL_EXPENDITURES (Q7g) vs ACC_SORT_BY_COMPENSATION (Q7h) vs ACC_SORT_BY_MISC_EXPENSES (Q7i) — three sort-by-money-field rows. Total expenditures = compensation + misc expenses + others; rows are not orthogonal. PRI 2010 priced them as 3 of 15 in Q8's ordinal; v3 should consider whether the 3 rows together = 1 conceptual question (search by money).,"single-run flag, run2 only | run2 note: confidence: medium",run2-only
27,ACC_UNIQUE_IDENTIFIERS,C2,description-narrower-than-rubric,"[run2] Description `Unique identifiers (eg, for lobbyists, individuals, organisations).` is FOCAL 3.6's text. The row's substance (does the registry maintain stable IDs that persist across filings?) isn't captured by the bare label.","single-run flag, run2 only | run2 note: confidence: low",run2-only
28,ACC_WEBSITE_FINDABILITY,C2,description-narrower-than-rubric,"[run2] Description `How easily a state's lobbying website can be found.` is verbatim PRI Q3 — but ""how easily"" is not boolean (data_type is `boolean` per CSV). PRI scored Q3 binary in 2010; data_type matches but description's ""how easily"" implies degree.","single-run flag, run2 only | run2 note: confidence: low",run2-only
29,CONTACT_BENEFICIARY,C1,name-misleading,"[run2] ID `CONTACT_BENEFICIARY` reads as ""the person/entity who benefited from the contact"" — but the row is about ""Organisation/interest(s) represented (beneficiary)"" — i.e., on whose behalf the lobbyist made the contact. The PRI/FOCAL term ""beneficiary"" here means ""client/principal whose interest is represented"", not ""official who received a benefit."" A reader might confuse this with RPT_HOUSEHOLD_OF_OFFICIAL_SPENDING.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
30,CONTACT_INSTITUTION,C4,cross-row-overlap,"[run2] CONTACT_INSTITUTION (institution/department contacted, FOCAL 8.3) and CONTACT_PERSONS_CONTACTED (persons contacted + position, FOCAL 8.2) overlap when a person is identified by both name and institution; harness rule for whether institution-only contact populates only CONTACT_INSTITUTION or both is implicit.","single-run flag, run2 only | run2 note: confidence: low",run2-only
31,CONTACT_LEGISLATIVE_REFERENCES,C4,cross-row-overlap,"[run2] CONTACT_LEGISLATIVE_REFERENCES (FOCAL 8.11, contact_log domain — bill numbers per contact) overlaps with RPT_PRINCIPAL_BILL_SPECIFIC / RPT_LOBBYIST_BILL_SPECIFIC (PRI E1g_ii / E2g_ii — bill-specific reporting on the principal/lobbyist disclosure form). Filing-shape distinct (per-contact vs per-period roll-up) but topically overlapping. Harness rule for which row a state's ""list bills lobbied per contact"" populates is implicit.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
32,CONTACT_MEETING_ATTENDEES,C2,description-narrower-than-rubric,"[run2] Description `If a meeting, names of all attendees.` — verbatim FOCAL 8.4. The ""if a meeting"" qualifier is conditional but description doesn't enumerate non-meeting forms (calls, emails) that wouldn't have an attendees list. data_type is `compound`.","single-run flag, run2 only | run2 note: confidence: low",run2-only
33,CONTACT_OUTCOMES_SOUGHT,C4,cross-row-overlap,"[run2] CONTACT_OUTCOMES_SOUGHT (FOCAL 8.10, contact_log — per-contact outcomes/positions) overlaps with RPT_POSITION_TAKEN (Sunlight `position_taken`, reporting domain — positions per filing). Same outcome data at different filing granularities.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
34,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C1,axis-ambiguous-name,"[run1] ID 'ADMIN_AGENCY_LOBBYING' could read as actor-axis (lobbying *by* admin agencies) or target-axis (lobbying *directed at* admin agencies). Description anchors target-axis with explicit 'TARGET axis. ... directed at (with administrative or executive-branch agencies as the recipients of lobbying contact)'. [run2] ID `DEF_ADMIN_AGENCY_LOBBYING_TRIGGER` reads ambiguously: could mean ""lobbying *by* admin agencies"" (actor-axis, parallel to REG_EXECUTIVE_AGENCY) or ""lobbying *of* admin agencies"" (target-axis, what the description says). Description leads with explicit ""TARGET axis"" tag; ID does not.",run1 note: Reference example from iter-1 disagreement on retirement_system regime; chunk-frame preamble papers over but ID layer still ambiguous. | run2 note: seed example from iter-1; described in handoff brief,both
35,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C2,description-broader-than-rubric,"[run2] Description leads with ""TARGET axis. Does the state lobbyist definition reach lobbying *directed at* (with administrative or executive-branch agencies as the recipients of lobbying contact) — i.e., is the regime executive-branch-inclusive, or legislative-only?"" — combines two questions: (a) does the definition reach admin-agency-lobbying *as a target category* and (b) ""is the regime executive-branch-inclusive"" (regime-level meta-question). The (b) phrasing risks the harness emitting at regime-meta level rather than at the specific definition-trigger level.",tag-disagreement run1=rubric-source-ambiguous / run2=description-broader-than-rubric | run2 note: confidence: medium,tag-disagree
36,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C2,rubric-source-ambiguous,"[run1] All 4 cross-refs (Newmark 2017/2005 def_admin_agency_lobbying, Opheim 1991 def_admin_agency_lobbying with 'administrative' in scare quotes in source paper, Hired Guns Q1) have direction-implicit source language. Hired Guns Q1 explicit text: 'In addition to legislative lobbyists, does the definition recognize executive branch lobbyists?' — CPI gloss confirms target-axis but the question itself is direction-ambiguous; Newmark/Opheim use the noun 'administrative agency lobbying' / 'administrative lobbying' without naming direction.",tag-disagreement run1=rubric-source-ambiguous / run2=description-broader-than-rubric | run1 note: Reinforces C1: rubric ambiguity propagated into row.,tag-disagree
37,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C4,cross-row-overlap,"[run2] Per the iter-1 surfaced bug + the chunk-frame preamble: the target-axis row DEF_ADMIN_AGENCY_LOBBYING_TRIGGER (definitions domain) and the actor-axis rows REG_GOVT_LOBBYING_GOVT / REG_EXECUTIVE_AGENCY (registration domain) are *intentionally* separate by axis — but neither row's name foregrounds the axis distinction. A harness reading a statute that mentions ""executive agency lobbying"" without further context could plausibly fire on any of three rows.","single-run flag, run2 only | run2 note: confidence: high; pre-known from iter-1",run2-only
38,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C5,wrong-domain,[run2] (Counter to D11 — the row is in `definitions` per D11; flag is ambiguity over whether it should also exist in registration as the target-axis registration trigger.) Lower-confidence; flagging for completeness.,"single-run flag, run2 only | run2 note: confidence: low; D11-aware",run2-only
39,DEF_COMPENSATION_STANDARD,C1,axis-ambiguous-name,[run1] ID 'COMPENSATION_STANDARD' does not disambiguate income-side ('paid > $X = lobbyist') vs expenditure-side. Description must specify 'income-side: paid > $X per period = lobbyist'. Word 'standard' is direction-agnostic.,"single-run flag, run1 only | run1 note: Distinct from PRI D1 (expenditure-side exemption) per D3.",run1-only
40,DEF_COMPENSATION_STANDARD,C4,cross-row-overlap,"[run1] No _VALUE counterpart row exists. Description references '$X per period' threshold but there is no DEF_COMPENSATION_STANDARD_VALUE. Asymmetric vs (DEF_EXPENDITURE_STANDARD ↔ THRESHOLD_LOBBYING_EXPENDITURE_VALUE) and (DEF_TIME_STANDARD ↔ THRESHOLD_LOBBYING_TIME_VALUE). A state with compensation-standard inclusion threshold has no row to populate the dollar value. [run2] DEF_COMPENSATION_STANDARD (income-side, inclusion-framed) vs THRESHOLD_LOBBYING_EXPENDITURE_PRESENT (expenditure-side, exemption-framed) — different axis (income vs expenditure) and different framing (inclusion vs exemption). Distinct in design (D11 disambiguation rule) but overlap candidate when a state has a single rule that combines both axes. Low-confidence flag — D11 already addressed.",run1 note: Curation gap. | run2 note: confidence: low; D11-aware,both
41,DEF_ELECTED_OFFICIAL_AS_LOBBYIST,C1,axis-ambiguous-name,"[run2] ID is explicit: ""ELECTED_OFFICIAL_AS_LOBBYIST"" pins actor-axis well. But description warns ""Distinct from elected officials as the targets of lobbying (which is implicit in any legislative-regime definition)"" — a possible-confusion pair the ID itself does not foreclose to a hurried reader. Lower-confidence concern than DEF_ADMIN_AGENCY_LOBBYING_TRIGGER; flagged for cross-domain consistency review.","single-run flag, run2 only | run2 note: confidence: low",run2-only
42,DEF_EXPENDITURE_STANDARD,C1,axis-ambiguous-name,"[run1] ID 'EXPENDITURE_STANDARD' could be inclusion-framed ('spends > $X IS a lobbyist') or exemption-framed ('spends < $X is exempt'). Description specifies 'THRESHOLD axis (quantitative, inclusion-framed)' — the inclusion/exemption distinction is the load-bearing one (D11 disambiguation rule), and the ID does not carry it.","single-run flag, run1 only | run1 note: Pair with THRESHOLD_LOBBYING_EXPENDITURE_PRESENT (exemption-framed only after D11).",run1-only
43,DEF_EXPENDITURE_STANDARD,C4,cross-row-overlap,"[run1] Pair with THRESHOLD_LOBBYING_EXPENDITURE_PRESENT (registration domain). D11 addendum acknowledges overlap and tightened descriptions to 'inclusion-only' / 'exemption-only' — but THRESHOLD_LOBBYING_EXPENDITURE_VALUE description says 'Dollar value of the lobbying-expenditure threshold (whether framed as inclusion or exemption)' implying same VALUE applies to both rows, structurally wrong if a state has different inclusion and exemption thresholds. [run2] DEF_EXPENDITURE_STANDARD (inclusion-framed) vs THRESHOLD_LOBBYING_EXPENDITURE_PRESENT (exemption-framed) — explicitly designed as paired rows per D11. Cross-row overlap is a *feature*, not a bug, but the harness rule for when both populate is in the description (D11 addendum), not the row ID.",run1 note: Asymmetry: PRESENT/STANDARD split but VALUE shared. | run2 note: confidence: low; D11-aware,both
44,DEF_PUBLIC_EMPLOYEE_AS_LOBBYIST,C1,axis-ambiguous-name,"[run2] Same shape as #2. ID is ""PUBLIC_EMPLOYEE_AS_LOBBYIST"" — actor-leaning. Description disambiguates ""as actors"", but a hurried reader could conflate with public-employees-as-targets-of-lobbying or with REG_EXECUTIVE_AGENCY (institutional-actor case). Lower-confidence.","single-run flag, run2 only | run2 note: confidence: low",run2-only
45,DEF_PUBLIC_EMPLOYEE_AS_LOBBYIST,C4,cross-row-overlap,"[run2] DEF_PUBLIC_EMPLOYEE_AS_LOBBYIST (definitions, individual actor) vs REG_GOVT_LOBBYING_GOVT (registration, agency-as-actor). Iter-1's preamble note (in `chunk_frames/definitions.md`) explicitly calls out this disambiguation, but on row IDs alone the boundary isn't communicated.","single-run flag, run2 only | run2 note: confidence: medium",run2-only
46,DEF_PUBLIC_ENTITY,C1,axis-ambiguous-name,"[run1] ID prefix 'DEF_' but row lives in domain='registration'. Per D11 the 'DEF_' prefix was reserved for definitions-domain rows ('who is a lobbyist?'). This row asks 'does the law define public entity?' — a definitional question about public-entity status, not 'who is a lobbyist'.",tag-disagreement run1=axis-ambiguous-name / run2=name-misleading | run1 note: 4-row cluster (DEF_PUBLIC_ENTITY + 3 sub-rows for charter/ownership/structure) shares DEF_ prefix collision.,tag-disagree
47,DEF_PUBLIC_ENTITY,C1,name-misleading,"[run2] The `DEF_*` prefix in this compendium is now strongly associated with `domain=""definitions""` (post-v1.2). This row uses `DEF_*` but lives in `registration`. If the row stays in `registration`, the prefix is misleading; if it moves (#4), the prefix becomes consistent. Cross-loaded with C5 above.",tag-disagreement run1=axis-ambiguous-name / run2=name-misleading | run2 note: confidence: medium; entanglement w/ #4,tag-disagree
48,DEF_PUBLIC_ENTITY,C2,other-issue,"[run2] The row's framework_references contains only PRI C0; the v2 audit explicitly mentioned that rubrics on definitions may need other refs (e.g., FOCAL 1.1 has ""public entities"" listed). Coverage gap candidate; defer to Phase 1 (per plan: ""If Phase 0 finds rubric items in `papers/text/` that aren't in `framework_dedup_map.csv`, that's a `other-issue` flag with note 'coverage gap, defer to v3+ scope decision'.""). FOCAL 1.1 *is* in `framework_dedup_map.csv` mapping to a conjunction of PRI A-series; it's the *concept* of ""public entity definition"" that may have FOCAL coverage missing on this row.","single-run flag, run2 only | run2 note: confidence: low",run2-only
49,DEF_PUBLIC_ENTITY,C4,cross-row-overlap,"[run1] 4-row cluster (parent + 3 sub-rows for charter/ownership/structure) is parent + sub-criteria pattern. PRI C1/C2/C3 are framed as 'if Yes, does the definition rely on these three inclusive criteria?' — sub-rows are conditional on parent=true. No row-level signal that sub-rows depend on parent. [run2] DEF_PUBLIC_ENTITY (PRI C0: does the law include a definition?) and DEF_PUBLIC_ENTITY_OWNERSHIP / _STRUCTURE / _CHARTER (PRI C1/C2/C3: does the definition rely on these criteria?). The C1-C3 rows presuppose C0=Yes; if C0=No, all three sub-rows are `not_applicable` (or `not_addressed` per v1.3 status enum). Harness rule for cascade is implicit.",run1 note: Cluster has dependency that's not encoded; harness might populate sub-rows when parent is false. | run2 note: confidence: medium,both
50,DEF_PUBLIC_ENTITY,C5,wrong-domain,"[run1] Row in domain='registration'; per D11 conceptual line ('definitions = predicate on the agent — who is a lobbyist?'), 'public entity definition' is a predicate on entity-class identity. Borderline — D11 explicitly placed PUBLIC_ENTITY rows in registration as 'filing-architecture features' but the DEF_ prefix + entity-class-definition substance is a stronger fit for definitions. [run2] Row sits in `domain=""registration""` but is a definitional predicate (""Does the law include a definition of 'public entity'?"") — the v1.2 D11 test (""Does this answer 'who is a lobbyist?' or 'what does a lobbyist file?'"") arguably routes it to `definitions`. D11 framed `definitions` as predicates ""on the agent""; ""public entity"" is precisely such a predicate (organizations as agents). Appears to revisit D11.",run1 note: Appears to revisit D11 partially. | run2 note: confidence: medium; flag for Phase 1 adjudication.,both
51,DEF_PUBLIC_ENTITY_CHARTER,C1,axis-ambiguous-name,[run1] Same DEF_ prefix collision as DEF_PUBLIC_ENTITY. ID also lacks any verb signaling 'definition relies on charter test'.,tag-disagreement run1=axis-ambiguous-name / run2=name-misleading | run1 note: Cluster with DEF_PUBLIC_ENTITY (parent).,tag-disagree
52,DEF_PUBLIC_ENTITY_CHARTER,C1,name-misleading,[run2] Same as #8.,tag-disagreement run1=axis-ambiguous-name / run2=name-misleading,tag-disagree
53,DEF_PUBLIC_ENTITY_CHARTER,C5,wrong-domain,[run1] Same as DEF_PUBLIC_ENTITY. [run2] Same as #5. Appears to revisit D11.,run1 note: Cluster. | run2 note: confidence: medium,both
54,DEF_PUBLIC_ENTITY_OWNERSHIP,C1,axis-ambiguous-name,[run1] Same DEF_ prefix collision; same noun-only ID.,tag-disagreement run1=axis-ambiguous-name / run2=name-misleading | run1 note: Cluster.,tag-disagree
55,DEF_PUBLIC_ENTITY_OWNERSHIP,C1,name-misleading,[run2] Same as #8 (DEF_* prefix vs registration domain).,tag-disagreement run1=axis-ambiguous-name / run2=name-misleading,tag-disagree
56,DEF_PUBLIC_ENTITY_OWNERSHIP,C5,wrong-domain,"[run1] Same as DEF_PUBLIC_ENTITY. [run2] Same as #4 — sub-criterion of the public-entity definition; sits in `registration`. If parent moves to `definitions`, three sub-criteria (`_OWNERSHIP`, `_STRUCTURE`, `_CHARTER`) move with it. Appears to revisit D11.",run1 note: Cluster. | run2 note: confidence: medium,both
