#,row_id,criterion,tag,evidence,note
79,RPT_OFFICIAL_DIARY_DISCLOSURE,C2,description-narrower-than-rubric,"Description `Ministerial diaries are disclosed monthly (or more frequently).` uses the Westminster term ""ministerial."" US-state translation is ""executive officials' diaries / calendars"". Row title says ""(calendars / meeting logs)"" but description doesn't.",confidence: medium
80,ACC_DIARIES_ONLINE,C2,description-narrower-than-rubric,"Description `Diaries available online (eg, lobbyists, ministers, ministerial staff).` — same Westminster-term translation issue.",confidence: low
81,ACC_UNIQUE_IDENTIFIERS,C2,description-narrower-than-rubric,"Description `Unique identifiers (eg, for lobbyists, individuals, organisations).` is FOCAL 3.6's text. The row's substance (does the registry maintain stable IDs that persist across filings?) isn't captured by the bare label.",confidence: low
82,ACC_LINKED_DATA,C2,description-narrower-than-rubric,"Description `Linked or interconnected data (to other datasets, eg, campaign financing).` is FOCAL 3.7. ""Linked data"" has a specific technical meaning (RDF / Semantic Web) that FOCAL doesn't necessarily intend; description doesn't disambiguate.",confidence: low
83,RPT_ORG_REGISTRATION_NUMBER,C2,description-narrower-than-rubric,"Description `Company registration number.` is FOCAL 4.4. Row title says ""(Sec-of-State entity ID or EIN)"" — i.e., the implementing concept varies by jurisdiction. Description doesn't say this.",confidence: low
84,RPT_LOBBYIST_CONTRACT_TYPE,C3,cluster-asks-two-questions,"framework_references: FOCAL 4.6 (""Type of lobbyist contract, eg, salaried staff, contracted"") + Hired Guns Q10 (""Is a lobbyist required to include on the registration form additional information about the type of lobbying work he or she does?""). Q10 is broader (""type of lobbying work""); FOCAL 4.6 is contract-type specifically. Mismatch.",confidence: medium
85,REL_BOARD_SEATS,C2,description-narrower-than-rubric,"Description `List of board seats held (eg, in associations, companies).` — bare FOCAL 6.3. Doesn't say *whose* board seats (lobbyist's? principal's? both?).",confidence: medium
86,REL_OFFICIAL_BUSINESS_TIES,C3,cluster-asks-two-questions,framework_references: FOCAL 6.4 + Hired Guns Q22 — both ask about lobbyist's business ties to officials. Cohesive. **No C3 concern.** Flag retracted.,retracted
87,FIN_INCOME_PER_CLIENT,C3,cluster-asks-two-questions,"framework_references: FOCAL 7.2 (lobbying income per client) + Newmark 2017/2005 `disc_comp_by_employer` (compensation broken down by employer) + Opheim `disc_sources_of_income` (""Sources of income""). Newmark anchors on *employer/client breakdown* of compensation; Opheim's ""sources of income"" is a much broader concept (could include grants, member dues, etc.). Cluster mixes per-client breakdown (specific) with sources-of-income (broad).",confidence: medium
88,FIN_TIME_SPENT_LOBBYING,C5,wrong-domain,"Row sits in `domain=""financial""` but is about *time*, not money. data_type is `numeric`. Could fit better in `reporting` — it's a per-filing numeric field.",confidence: medium
89,FIN_EXPENDITURE_PER_ISSUE,C2,description-narrower-than-rubric,Description `Expenditure per issue.` — bare FOCAL 7.8. Doesn't specify granularity (per-bill? per-topic-cluster? aggregate per-issue-area?).,confidence: low
90,FIN_TRADE_ASSOCIATION_DUES,C2,description-narrower-than-rubric,"Description `Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations).` is verbatim FOCAL 7.9. Row title narrows to ""trade association dues"" but description doesn't enforce that narrowing — sponsorship of orgs that lobby is broader than association dues.",confidence: medium
91,FIN_CAMPAIGN_CONTRIBUTIONS,C3,cluster-asks-two-questions,framework_references: FOCAL 7.11 + Hired Guns Q24_disclosed (disclosure half of CPI Q24). Both ask about disclosure of campaign/political contributions. Cohesive. **No C3 concern.** Flag retracted.,retracted
92,CONTACT_BENEFICIARY,C1,name-misleading,"ID `CONTACT_BENEFICIARY` reads as ""the person/entity who benefited from the contact"" — but the row is about ""Organisation/interest(s) represented (beneficiary)"" — i.e., on whose behalf the lobbyist made the contact. The PRI/FOCAL term ""beneficiary"" here means ""client/principal whose interest is represented"", not ""official who received a benefit."" A reader might confuse this with RPT_HOUSEHOLD_OF_OFFICIAL_SPENDING.",confidence: medium
93,CONTACT_PERSONS_CONTACTED,C2,description-narrower-than-rubric,Description `Names of persons contacted and their position/role.` is verbatim FOCAL 8.2. Adequate. **No C2 concern.** Flag retracted.,retracted
94,CONTACT_INSTITUTION,C4,cross-row-overlap,"CONTACT_INSTITUTION (institution/department contacted, FOCAL 8.3) and CONTACT_PERSONS_CONTACTED (persons contacted + position, FOCAL 8.2) overlap when a person is identified by both name and institution; harness rule for whether institution-only contact populates only CONTACT_INSTITUTION or both is implicit.",confidence: low
95,CONTACT_MEETING_ATTENDEES,C2,description-narrower-than-rubric,"Description `If a meeting, names of all attendees.` — verbatim FOCAL 8.4. The ""if a meeting"" qualifier is conditional but description doesn't enumerate non-meeting forms (calls, emails) that wouldn't have an attendees list. data_type is `compound`.",confidence: low
96,CONTACT_LEGISLATIVE_REFERENCES,C4,cross-row-overlap,"CONTACT_LEGISLATIVE_REFERENCES (FOCAL 8.11, contact_log domain — bill numbers per contact) overlaps with RPT_PRINCIPAL_BILL_SPECIFIC / RPT_LOBBYIST_BILL_SPECIFIC (PRI E1g_ii / E2g_ii — bill-specific reporting on the principal/lobbyist disclosure form). Filing-shape distinct (per-contact vs per-period roll-up) but topically overlapping. Harness rule for which row a state's ""list bills lobbied per contact"" populates is implicit.",confidence: medium
97,CONTACT_OUTCOMES_SOUGHT,C4,cross-row-overlap,"CONTACT_OUTCOMES_SOUGHT (FOCAL 8.10, contact_log — per-contact outcomes/positions) overlaps with RPT_POSITION_TAKEN (Sunlight `position_taken`, reporting domain — positions per filing). Same outcome data at different filing granularities.",confidence: medium
98,RPT_POSITION_TAKEN,C3,cluster-asks-two-questions,framework_references: Sunlight `position_taken` + Opheim `disc_legislation_supported_opposed`. Cohesive on substance. **No C3 concern.** Flag retracted.,retracted
99,RPT_POSITION_TAKEN,C5,wrong-domain,"Sits in `domain=""reporting""` but the substance (""Position taken on each bill or item lobbied"") is per-engagement / per-bill data — could fit `contact_log` if the state surfaces it per-meeting. Given Sunlight's framing (per-filing), `reporting` is defensible; flag as low-confidence pending Phase 1 review of domain semantics.",confidence: low
100,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C4,cross-row-overlap,"Per the iter-1 surfaced bug + the chunk-frame preamble: the target-axis row DEF_ADMIN_AGENCY_LOBBYING_TRIGGER (definitions domain) and the actor-axis rows REG_GOVT_LOBBYING_GOVT / REG_EXECUTIVE_AGENCY (registration domain) are *intentionally* separate by axis — but neither row's name foregrounds the axis distinction. A harness reading a statute that mentions ""executive agency lobbying"" without further context could plausibly fire on any of three rows.",confidence: high; pre-known from iter-1
101,DEF_PUBLIC_EMPLOYEE_AS_LOBBYIST,C4,cross-row-overlap,"DEF_PUBLIC_EMPLOYEE_AS_LOBBYIST (definitions, individual actor) vs REG_GOVT_LOBBYING_GOVT (registration, agency-as-actor). Iter-1's preamble note (in `chunk_frames/definitions.md`) explicitly calls out this disambiguation, but on row IDs alone the boundary isn't communicated.",confidence: medium
102,DEF_COMPENSATION_STANDARD,C4,cross-row-overlap,"DEF_COMPENSATION_STANDARD (income-side, inclusion-framed) vs THRESHOLD_LOBBYING_EXPENDITURE_PRESENT (expenditure-side, exemption-framed) — different axis (income vs expenditure) and different framing (inclusion vs exemption). Distinct in design (D11 disambiguation rule) but overlap candidate when a state has a single rule that combines both axes. Low-confidence flag — D11 already addressed.",confidence: low; D11-aware
103,DEF_EXPENDITURE_STANDARD,C4,cross-row-overlap,"DEF_EXPENDITURE_STANDARD (inclusion-framed) vs THRESHOLD_LOBBYING_EXPENDITURE_PRESENT (exemption-framed) — explicitly designed as paired rows per D11. Cross-row overlap is a *feature*, not a bug, but the harness rule for when both populate is in the description (D11 addendum), not the row ID.",confidence: low; D11-aware
104,DEF_TIME_STANDARD,C4,cross-row-overlap,Same as #103 (paired with THRESHOLD_LOBBYING_TIME_PRESENT).,confidence: low; D11-aware
105,REG_PRE_LOBBYING_REGISTRATION_WINDOW,C4,cross-row-overlap,"REG_PRE_LOBBYING_REGISTRATION_WINDOW (CPI Q4: days lobbying allowed before registration required) vs THRESHOLD_LOBBYING_TIME_PRESENT (PRI D2: fraction-of-compensated-time exemption). Both are time-related registration triggers. Decision Log (CPI Q4 entry) explicitly notes ""distinct from PRI D2"" — but the names alone don't telegraph that distinction.",confidence: medium
106,REG_BILL_SUBJECT_ON_REGISTRATION,C4,cross-row-overlap,"REG_BILL_SUBJECT_ON_REGISTRATION (CPI Q5: bill/subject on the *registration form*) vs RPT_LOBBYIST_BILL_SPECIFIC (PRI E2g_ii: bill on the *spending report*). Filing-shape distinct (registration vs report), but the harness must distinguish them.",confidence: medium
107,REG_REGISTRATION_RENEWAL_FREQUENCY,C4,cross-row-overlap,"REG_REGISTRATION_RENEWAL_FREQUENCY (CPI Q6: registration cadence) vs FREQ_LOBBYIST_* / FREQ_PRINCIPAL_* (PRI E*h_*: reporting cadence). Both are ""frequency"" rows; descriptions disambiguate, names overlap.",confidence: medium
108,REG_PHOTO_REQUIRED,C5,wrong-domain,"Row sits in `domain=""registration""`. data_type is `boolean` per CSV. Substance is fine for registration. **No concern.** Flag retracted.",retracted
109,RPT_HOUSEHOLD_OF_OFFICIAL_SPENDING,C4,cross-row-overlap,"RPT_HOUSEHOLD_OF_OFFICIAL_SPENDING (CPI Q21: household of official) overlaps with RPT_PRINCIPAL_OTHER_COSTS / RPT_LOBBYIST_OTHER_COSTS (PRI E*f_iii: gifts/entertainment/transport/lodging) — household is a refinement (recipients of ""other costs"" extended to household). Statutes that simply say ""spending on officials and family members"" plausibly populate both.",confidence: medium
110,RPT_ITEMIZED_PRINCIPAL_BENEFITED,C2,description-narrower-than-rubric,"Description `On the spending report, the lobbyist must identify the specific employer/principal on whose behalf each itemized expenditure was made.` is fine for CPI Q16. **No concern.** Flag retracted.",retracted
111,RPT_ITEMIZED_RECIPIENT,C2,description-misscoped,"Description `Lobbyist must identify the legislator (or staff/family member) who received/benefited from each itemized expenditure.` narrows CPI Q17's ""recipient of the itemized expenditure"" to ""legislator (or staff/family member)"" — but Q17 is open-ended on recipient identity (could be executive officials, agency staff, etc.). Row title is ""(legislator / staff / family)"" — same narrowing in title.",confidence: medium
112,RPT_ZERO_ACTIVITY_FILING,C2,description-narrower-than-rubric,"Description `Lobbyist who did no spending during a filing period must still file a report indicating no activity.` matches CPI Q25 (""Is a lobbyist who has done no spending...""). Adequate. **No C2 concern.** Flag retracted.",retracted
113,ACC_COPIES_COST,C2,description-misscoped,"Description `Cost the state agency charges per page for paper copies of disclosure documents (a cost barrier to access).` matches CPI Q33 conceptually, but Q33's response options span more than per-page cost (free / by-page / flat-fee). data_type is `numeric` per CSV; description's ""per page"" framing presumes the by-page model.",confidence: medium
114,ACC_AGGREGATE_TOTALS_BY_DEADLINE,C2,description-narrower-than-rubric,"Description `State agency publishes aggregate lobbying spending across all reporting-period deadlines.` matches CPI Q36 (""aggregate spending total by spending-report deadlines""). Ambiguous: is this ""publish aggregate by deadline-period"" (e.g., quarterly cumulative) or ""publish aggregate organized by which deadline produced it""? CPI Q36 is open.",confidence: low
115,REG_SEPARATE_LOBBYIST_CLIENT_FILINGS,C2,description-broader-than-rubric,"Description `State requires the client/principal to file a registration independently (cleaner data architecture) rather than embedding client identification within the lobbyist's registration.` includes editorial assessment (""cleaner data architecture"") that goes beyond what OpenSecrets's binary asks. The OS rubric is value-judgment about data quality; the row description should report-not-rate.",confidence: medium
116,REG_SEPARATE_LOBBYIST_CLIENT_FILINGS,C4,cross-row-overlap,"This row asks about filing-architecture separation (client/principal files independently). REG_PRINCIPAL (PRI A3, ""Principals who employ a lobbyist must register"") asks about whether principals must register at all. A statute that requires principal registration in a *separate* filing would populate both. Harness rule for distinguishing them lives in description, not ID.",confidence: medium
117,RPT_PRINCIPAL_GATE,C4,cross-row-overlap,"RPT_PRINCIPAL_GATE (PRI E1a: principal must file disclosure report) and REG_PRINCIPAL (PRI A3: principal must register) are different filing types but the harness must clearly distinguish ""registration"" (one-time / annual identification) vs ""report"" (periodic activity). Row IDs use REG_ vs RPT_ prefixes which encode this — adequate. **No concern.** Flag retracted.",retracted
118,ACC_HISTORICAL_DATA,C2,description-broader-than-rubric,"Description `Historical lobbying information is available, downloadable, or at least viewable on the state's website.` is verbatim PRI Q5. The disjunction ""available / downloadable / viewable"" admits very different fact-patterns; states answer differently depending on which disjunct they meet. data_type is `boolean` (binary), so the disjunction is OR'd into one yes/no. FOCAL 3.8 is also referenced (""downloadable"") — narrower than PRI's disjunction.",confidence: medium
119,ACC_CURRENT_YEAR_DATA,C2,description-narrower-than-rubric,"Description `At least some current lobbying data/information available on the website for the most recent year.` is verbatim PRI Q4. ""Some current data"" admits low-bar interpretation.",confidence: low
120,ACC_WEBSITE_FINDABILITY,C2,description-narrower-than-rubric,"Description `How easily a state's lobbying website can be found.` is verbatim PRI Q3 — but ""how easily"" is not boolean (data_type is `boolean` per CSV). PRI scored Q3 binary in 2010; data_type matches but description's ""how easily"" implies degree.",confidence: low
121,ACC_SORT_BY_PRINCIPAL_LOCATION,C4,cross-row-overlap,"ACC_SORT_BY_PRINCIPAL (Q7a: principal as searchable field) and ACC_SORT_BY_PRINCIPAL_LOCATION (Q7b: principal's location) overlap when a portal lets you search by city/state — ""principal address"" (Q7a's ""city, authority, employer, corporation"" includes city) vs ""specific address; city"" (Q7b). Q7a's parenthetical includes ""city"" overlapping Q7b. PRI 2010's own rubric had this overlap.",confidence: medium
122,ACC_SORT_BY_LOBBYIST_NAME,C4,cross-row-overlap,ACC_SORT_BY_LOBBYIST_NAME (Q7c) and ACC_SORT_BY_LOBBYIST_LOCATION (Q7d) — same pattern as #121 but for lobbyist. Q7c's name + Q7d's address are inputs to the same search box on most portals.,confidence: low
123,ACC_SORT_BY_DATE,C4,cross-row-overlap,"ACC_SORT_BY_DATE (Q7e: specific date) vs ACC_SORT_BY_PERIOD (Q7f: specific time period). Date is a point, period is a range; portals usually accept both as date filters. Q7e and Q7f populate together for any portal supporting date-range queries.",confidence: low
124,ACC_SORT_BY_TOTAL_EXPENDITURES,C4,cross-row-overlap,ACC_SORT_BY_TOTAL_EXPENDITURES (Q7g) vs ACC_SORT_BY_COMPENSATION (Q7h) vs ACC_SORT_BY_MISC_EXPENSES (Q7i) — three sort-by-money-field rows. Total expenditures = compensation + misc expenses + others; rows are not orthogonal. PRI 2010 priced them as 3 of 15 in Q8's ordinal; v3 should consider whether the 3 rows together = 1 conceptual question (search by money).,confidence: medium
125,ACC_SORT_BY_SECTOR,C4,cross-row-overlap,ACC_SORT_BY_SECTOR (Q7n) vs ACC_SORT_BY_SUB_SECTOR (Q7o) — sector and sub-sector are nested taxonomies; portals supporting one usually support the other.,confidence: low
126,ACC_SORT_BY_LEGAL_STATUS,C4,cross-row-overlap,"ACC_SORT_BY_LEGAL_STATUS (Q7m: govt / non-profit / for-profit) and RPT_PRINCIPAL_BUSINESS_NATURE (PRI E1e: principal nature public/private). Q7m is portal-side filterability of the underlying field that E1e disclosure populates. Pair is correct (different domains, different observability) but worth flagging for cross-domain consistency review.",confidence: low
127,RPT_SECTOR_DISCLOSED,C4,cross-row-overlap,RPT_SECTOR_DISCLOSED (FOCAL 4.5: sector/sub-sector disclosed in filing) and ACC_SORT_BY_SECTOR / ACC_SORT_BY_SUB_SECTOR (PRI Q7n/Q7o: portal filterability by sector). Cross-domain pair (RPT vs ACC); flag for cross-domain consistency review.,confidence: low
128,RPT_PRINCIPAL_BUSINESS_NATURE,C4,cross-row-overlap,"RPT_PRINCIPAL_BUSINESS_NATURE (PRI E1e: principal's business public/private) and the lobbyist-side counterpart RPT_LOBBYIST_PRINCIPAL_NATURE (PRI E2e: lobbyist reports principal's business nature) are symmetric. Description framing is identical but for ""lobbyist required to disclose"" vs ""principal required to disclose"".",confidence: low
129,RPT_LOBBYIST_PRINCIPAL_NATURE,C4,cross-row-overlap,Symmetric pair to #128.,confidence: low
130,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C2,description-broader-than-rubric,"Description leads with ""TARGET axis. Does the state lobbyist definition reach lobbying *directed at* (with administrative or executive-branch agencies as the recipients of lobbying contact) — i.e., is the regime executive-branch-inclusive, or legislative-only?"" — combines two questions: (a) does the definition reach admin-agency-lobbying *as a target category* and (b) ""is the regime executive-branch-inclusive"" (regime-level meta-question). The (b) phrasing risks the harness emitting at regime-meta level rather than at the specific definition-trigger level.",confidence: medium
131,DEF_COMPENSATION_STANDARD,C2,description-narrower-than-rubric,"Description `THRESHOLD axis (quantitative, inclusion-framed). Does the statutory definition condition lobbyist status on receiving compensation above a numeric threshold (income-side: paid > $X per period = lobbyist)?` is precise on income-side, inclusion-framed. CPI Q2_compensation framework_reference is ""Compensation portion of qualification threshold (CPI Q2)"" — but CPI Q2 conflates make/spend (""make/spend $X to qualify""), so Q2 is inherently mixed. The dedup map's `target_expression` handles this with `MERGE` over multiple rows; row description is fine. **No C2 concern.** Flag retracted.",retracted
132,THRESHOLD_LOBBYING_MATERIALITY_GATE,C2,description-broader-than-rubric,"Description includes both inclusion-framed and exemption-framed framings: ""Captures both inclusion-framed (...) and exemption-framed (...) phrasings; PRI D0 is exemption-framed, Newmark/Opheim/CPI lean inclusion-framed."" This is the qualitative-materiality umbrella row; mixing inclusion and exemption framings on the same row was D11's intent (umbrella), but the harness's iter-1 result shows it correctly populates this row in OH for both regime variants of the qualitative gate. Flag is for Phase 1 to confirm the umbrella framing is intentional and durable.",confidence: low; D11-aware
133,RPT_PRINCIPAL_FINANCIAL_CONTRIBUTORS,C2,description-narrower-than-rubric,"Description `Are principals required to disclose major financial contributors?` is verbatim PRI E1j but the framework_references stretch the row across FOCAL 6.2/7.3, Newmark `disc_contribs_received`, and Opheim's catch-all `disc_other_influence_peddling`. (See cluster concern #46.) Description should at minimum point to the catch-all D6 fold so the harness knows multiple very-different rubric questions land here.",confidence: medium
134,REG_LOBBYIST,C4,cross-row-overlap,"REG_LOBBYIST (lobbyist must register) vs REG_VOLUNTEER_LOBBYIST (volunteer-lobbyist must register) — REG_VOLUNTEER_LOBBYIST is a special-case modifier on REG_LOBBYIST. A statute that says ""all lobbyists, including volunteers, must register"" populates both. Harness rule for whether REG_VOLUNTEER_LOBBYIST is *only* about volunteer-specific carve-outs (yes-no on the carve-out existing) or about volunteer-lobbyists' registration in general is implicit.",confidence: medium
135,REG_LOBBYIST,C2,description-narrower-than-rubric,(Already flagged as #19; this is a re-flag under C4 lens.) Cross-row scope clarity issue compounds the C2 brevity issue.,confidence: high; entanglement w/ #19
136,DEF_ADMIN_AGENCY_LOBBYING_TRIGGER,C5,wrong-domain,(Counter to D11 — the row is in `definitions` per D11; flag is ambiguity over whether it should also exist in registration as the target-axis registration trigger.) Lower-confidence; flagging for completeness.,confidence: low; D11-aware
137,EXEMPT_GOVT_OFFICIAL_CAPACITY,C2,description-narrower-than-rubric,Description `Is there an exemption for government agencies and/or public officials acting within their official capacity?.` is verbatim PRI B1. The trailing period is duplicated (`?.`) — minor formatting issue but signals a copy-from-rubric mechanical pattern across the entire PRI-derived corpus.,confidence: low (but recurring pattern below)
138,(multiple),C2,other-issue,"**Recurring formatting pattern**: many PRI-derived rows have trailing `?.` (question mark followed by period) in their descriptions (e.g., EXEMPT_GOVT_OFFICIAL_CAPACITY, EXEMPT_GOVT_PARTIAL_RELIEF, PARITY_GOVT_AS_LOBBYIST, PARITY_GOVT_AS_PRINCIPAL, DEF_PUBLIC_ENTITY, RPT_PRINCIPAL_GATE, RPT_PRINCIPAL_CONTACT, RPT_PRINCIPAL_LOBBYIST_NAMES, RPT_PRINCIPAL_LOBBYIST_CONTACT, RPT_PRINCIPAL_BUSINESS_NATURE, RPT_PRINCIPAL_ISSUE_GENERAL, RPT_PRINCIPAL_BILL_SPECIFIC, RPT_PRINCIPAL_CONTACTS_LOGGED, RPT_PRINCIPAL_FINANCIAL_CONTRIBUTORS, RPT_LOBBYIST_GATE, RPT_LOBBYIST_CONTACT, RPT_LOBBYIST_PRINCIPAL_NAMES, RPT_LOBBYIST_PRINCIPAL_CONTACT, RPT_LOBBYIST_PRINCIPAL_NATURE, RPT_LOBBYIST_ISSUE_GENERAL, RPT_LOBBYIST_BILL_SPECIFIC, RPT_LOBBYIST_CONTACTS_LOGGED, ~24 PRI-A/B/E rows). Each is a verbatim PRI question ending in `?` plus a `.` period the loader added. Harmless functionally but indicates `compendium/disclosure_items.csv` was generated by appending `.` to PRI item_text without stripping trailing punctuation. Flag for Phase 1 cosmetic-cleanup batch.","confidence: high; `other-issue` per plan §""churn"" guidance"
139,ACC_REGISTRY_UPDATE_FRESHNESS,C4,cross-row-overlap,ACC_REGISTRY_UPDATE_FRESHNESS (FOCAL 2.1: registration changes pushed close to real-time) vs ACC_ACTIVITY_DISCLOSURE_FRESHNESS (FOCAL 2.2: activity disclosures pushed close to real-time). Two different freshness measures; descriptions mention they're different but a portal that updates both gets both populated. Reasonable separation; flag is for cross-domain consistency.,confidence: low
140,RPT_OFFICIAL_DIARY_DISCLOSURE,C4,cross-row-overlap,"RPT_OFFICIAL_DIARY_DISCLOSURE (contact_log) vs ACC_DIARIES_ONLINE (accessibility) vs ACC_ACTIVITY_DISCLOSURE_FRESHNESS (accessibility). Three rows touching diary/calendar disclosure; cross-domain by design but harness rule for which row a state's ""diary publication mandate"" populates is implicit.",confidence: medium
141,THRESHOLD_LOBBYING_EXPENDITURE_VALUE,C1,axis-ambiguous-name,ID `THRESHOLD_LOBBYING_EXPENDITURE_VALUE` doesn't telegraph that this is the dollar number associated with the boolean THRESHOLD_LOBBYING_EXPENDITURE_PRESENT. Pair convention `_PRESENT`/`_VALUE` is internal — not greppable from outside.,confidence: low
142,THRESHOLD_LOBBYING_TIME_VALUE,C1,axis-ambiguous-name,Symmetric pair to #141.,confidence: low
143,RPT_LOBBYIST_PRINCIPAL_NAMES,C3,cluster-asks-two-questions,"framework_references: PRI E2c (names of principals represented), FOCAL 4.1 (full names of lobbyists/orgs), FOCAL 6.1 (client list for consultant lobbyists/firms), FOCAL 7.4 (number of lobbyists employed/contracted), Hired Guns Q9 (identify employer by name on registration). The cluster mixes principal-names (E2c, FOCAL 6.1) with *lobbyist* names (FOCAL 4.1) — they're different parties. FOCAL 4.1 is about lobbyist names specifically; this row is about *the lobbyist's report listing principals*. Cross-loaded reference.",confidence: medium
144,RPT_PRINCIPAL_LOBBYIST_NAMES,C3,cluster-asks-two-questions,"framework_references: PRI E1c (principal lists representing lobbyists), FOCAL 4.1 (full names of lobbyists/orgs), FOCAL 7.4 (number of lobbyists employed/contracted). FOCAL 4.1 ambiguously straddles ""lobbyist's name on lobbyist registration"" and ""lobbyist's name on principal's list"" — same as #143.",confidence: medium
145,REG_PRINCIPAL,C4,cross-row-overlap,"REG_PRINCIPAL (PRI A3: principals must register) vs REG_LOBBYING_FIRM (PRI A4: lobbying firms must register). When a state's law is about lobbying-firm-as-principal (firm employs lobbyist), both fire.",confidence: low
146,REG_GOVERNORS_OFFICE,C4,cross-row-overlap,"REG_GOVERNORS_OFFICE (PRI A5) vs REG_EXECUTIVE_AGENCY (PRI A6). The governor's office is structurally part of the executive branch. Hierarchical overlap; PRI 2010 cared about both because some states exempt only the office, not all agencies.",confidence: low
147,DEF_PUBLIC_ENTITY,C4,cross-row-overlap,"DEF_PUBLIC_ENTITY (PRI C0: does the law include a definition?) and DEF_PUBLIC_ENTITY_OWNERSHIP / _STRUCTURE / _CHARTER (PRI C1/C2/C3: does the definition rely on these criteria?). The C1-C3 rows presuppose C0=Yes; if C0=No, all three sub-rows are `not_applicable` (or `not_addressed` per v1.3 status enum). Harness rule for cascade is implicit.",confidence: medium
148,RPT_PRINCIPAL_FINANCIAL_CONTRIBUTORS,C5,wrong-domain,"Sits in `domain=""reporting""`. Per FOCAL 6.2 + 7.3 framework_references, this is about funder/sponsor identity. data_type is `boolean`; substance is funding-source identity. Could fit `financial` domain (alongside FIN_INCOME_PER_CLIENT). Flag for Phase 1 review of domain semantics.",confidence: medium
149,DEF_PUBLIC_ENTITY,C2,other-issue,"The row's framework_references contains only PRI C0; the v2 audit explicitly mentioned that rubrics on definitions may need other refs (e.g., FOCAL 1.1 has ""public entities"" listed). Coverage gap candidate; defer to Phase 1 (per plan: ""If Phase 0 finds rubric items in `papers/text/` that aren't in `framework_dedup_map.csv`, that's a `other-issue` flag with note 'coverage gap, defer to v3+ scope decision'.""). FOCAL 1.1 *is* in `framework_dedup_map.csv` mapping to a conjunction of PRI A-series; it's the *concept* of ""public entity definition"" that may have FOCAL coverage missing on this row.",confidence: low
