compendium_role	paper_id	indicator_id	indicator_text	section_or_category	indicator_type	scoring_rule	source_quote	notes	extension_rationale	best_core_match_paper	best_core_match_id	best_core_match_sim
core_focal	focal_2024	descriptors.3	Legal form (eg, public, private, not-for-profit, NGO, government)	Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying	field	Not specified	Legal form (eg, public, private, not-for-profit, NGO, government) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:983)					
core_focal	focal_2024	descriptors.4	Company registration number	Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying	field	Not specified	Company registration number (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:984)					
core_focal	focal_2024	descriptors.5	Sector (eg, transport, energy), sub sector	Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying	field	Not specified	Sector (eg, transport, energy), sub sector (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:985)					
core_focal	focal_2024	descriptors.6	Type of lobbyist contract (eg, salaried staff, contracted)	Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying	field	Not specified	Type of lobbyist contract (eg, salaried staff, contracted) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:986)					
core_focal	focal_2024	revolving_door.1	List of all prior public offices that lobbyists have held, dates when left office	Revolving door: The movement between public and private sector employment	field	Not specified	List of all prior public offices that lobbyists have held, dates when left office (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:990)					
core_focal	focal_2024	revolving_door.2	Database of public officials who are subject to a ban on lobbying (eg, cooling off period)	Revolving door: The movement between public and private sector employment	boolean	Not specified	Database of public officials who are subject to a ban on lobbying (eg, cooling off period) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:991)					
core_focal	focal_2024	relationships.1	Client list (for all consultant lobbyists and firms)	Relationships: The connections between the different actors involved in or benefiting from lobbying	field	Not specified	Client list (for all consultant lobbyists and firms) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:996)					
core_focal	focal_2024	relationships.2	Names of all sponsors or members (for associations and representative groups)	Relationships: The connections between the different actors involved in or benefiting from lobbying	field	Not specified	Names of all sponsors or members (for associations and representative groups) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:997)					
core_focal	focal_2024	relationships.3	List of board seats held (eg, in associations, companies)	Relationships: The connections between the different actors involved in or benefiting from lobbying	field	Not specified	List of board seats held (eg, in associations, companies) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:998)					
core_focal	focal_2024	relationships.4	Direct business associations with public officials, candidates or members of their households	Relationships: The connections between the different actors involved in or benefiting from lobbying	field	Not specified	Direct business associations with public officials, candidates or members of their households (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:999)					
core_focal	focal_2024	financials.1	Total lobbying income (for consultant lobbyists/lobby firms)	Financials: The flow of money spent and earned through lobbying activities	amount	"Not specified; sub-header in Table 3 reads ""For consultant lobbyists & lobby firms"""	For consultant lobbyists & lobby firms / Total lobbying income (for consultant lobbyists/lobby firms) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1003)	"Sub-header ""For consultant lobbyists & lobby firms"" appears in Table 3 above the financials block; appears to scope the first 3 income-side indicators (financials.1-3). Paper notes Financials is ""especially US-centric, with many indicators originating from the Hired Guns framework""."				
core_focal	focal_2024	financials.2	Lobbying income per client	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Lobbying income per client (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1006)	"Within ""For consultant lobbyists & lobby firms"" sub-header."				
core_focal	focal_2024	financials.3	Income sources (eg, including government agencies, grant-making foundations, companies) and amount received	Financials: The flow of money spent and earned through lobbying activities	field	Not specified	Income sources (eg, including government agencies, grant-making foundations, companies) and amount received (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1007)	"Within ""For consultant lobbyists & lobby firms"" sub-header."				
core_focal	focal_2024	financials.4	Number of lobbyists employed/contracted (total and full-time equivalent)	Financials: The flow of money spent and earned through lobbying activities	count	Not specified	Number of lobbyists employed/contracted (total and full-time equivalent) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1008)					
core_focal	focal_2024	financials.5	Amount of time spent on lobbying	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Amount of time spent on lobbying (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1009)					
core_focal	focal_2024	financials.6	Total lobbying expenditure (both in-house and consulting)	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Total lobbying expenditure (both in-house and consulting) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1010)					
core_focal	focal_2024	financials.7	Compensated/uncompensated lobbying activities	Financials: The flow of money spent and earned through lobbying activities	field	Not specified	Compensated/uncompensated lobbying activities (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1011)					
core_focal	focal_2024	financials.8	Expenditure per issue	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Expenditure per issue (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1012)					
core_focal	focal_2024	financials.9	Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1013)					
core_focal	focal_2024	financials.10	Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Expenditures beneﬁtting public ofﬁcials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1014)					
core_focal	focal_2024	financials.11	Campaign/political contributions, including in-kind	Financials: The flow of money spent and earned through lobbying activities	amount	Not specified	Campaign/political contributions, including in-kind (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1016)					
core_focal	focal_2024	contact_log.1	Organisation/interest(s) represented (beneficiary)	Contact log: The activities of lobbyists	field	Not specified	Organisation/interest(s) represented (beneficiary) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1019)	Paper says contact log is one of the two highest-priority categories for resource-constrained governments (alongside scope).				
core_focal	focal_2024	contact_log.2	Names of persons contacted and their position/role	Contact log: The activities of lobbyists	field	Not specified	Names of persons contacted and their position/role (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1020)					
core_focal	focal_2024	contact_log.3	Institution/department contacted	Contact log: The activities of lobbyists	field	Not specified	Institution/department contacted (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1021)					
core_focal	focal_2024	contact_log.4	If a meeting, names of all attendees	Contact log: The activities of lobbyists	field	Not specified	If a meeting, names of all attendees (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1022)					
core_focal	focal_2024	contact_log.5	Date	Contact log: The activities of lobbyists	field	Not specified	Date (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1023)					
core_focal	focal_2024	contact_log.6	Form (eg, in person meeting, video conference, phone call)	Contact log: The activities of lobbyists	field	Not specified	Form (eg, in person meeting, video conference, phone call) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1024)					
core_focal	focal_2024	contact_log.7	Location	Contact log: The activities of lobbyists	field	Not specified	Location (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1025)					
core_focal	focal_2024	contact_log.8	Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)	Contact log: The activities of lobbyists	field	Not specified	Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1026)					
core_focal	focal_2024	contact_log.9	Topics/issues discussed	Contact log: The activities of lobbyists	field	Not specified	Topics/issues discussed (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1027)					
core_focal	focal_2024	contact_log.10	Outcomes sought (eg, legislation/policies supported/opposed)	Contact log: The activities of lobbyists	field	Not specified	Outcomes sought (eg, legislation/policies supported/opposed) (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1028)					
core_focal	focal_2024	contact_log.11	Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc	Contact log: The activities of lobbyists	field	Not specified	Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures (papers/text/Lacy_Nichols_2024__focal_scoping_review.txt:1029)					
core_newmark2017	newmark_2017	def.legislative_lobbying	Legislative lobbying necessitates registering as a lobbyist	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	Definitions include whether the following necessitate registering as a lobbyist: legislative lobbying, administrative agency lobbying [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:515-516]	"BoS-derived (Newmark 2017 reproduces BoS categories via statute review). Newmark notes ""All 50 states require registration for lobbying the legislature"" (line 518), so this item has no variation in 2015 — and it is excluded from the factor analysis for that reason (Table 3 footnote: ""Legislative lobbying ... excluded because there is no variation"")."				
core_newmark2017	newmark_2017	def.administrative_agency_lobbying	Administrative agency lobbying necessitates registering as a lobbyist	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	administrative agency lobbying, elective officials as lobbyists, public employees as lobbyists [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:516-517]	"BoS-derived. Newmark notes ""most states require it for lobbying administrative agencies"" (line 519). Loads on factor 1 (0.622) and factor 4 (-0.543) in factor analysis."				
core_newmark2017	newmark_2017	def.elective_officials_as_lobbyists	Elective officials are defined as lobbyists if engaged in lobbying-related behaviors	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	Some states require elected officials and public appointees to register if they engage in certain lobbying-related behaviors. [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:519-521]	"BoS-derived. Note paper uses both ""elective officials"" (in enumeration) and ""elected officials"" (in commentary) — same item. Loads 0.790 on factor 4."				
core_newmark2017	newmark_2017	def.public_employees_as_lobbyists	Public employees are defined as lobbyists if engaged in lobbying-related behaviors	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	public employees as lobbyists, and whether there are compensation, expenditure, and time standards [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:517-518]	BoS-derived. Loads 0.305 on factor 1 and 0.630 on factor 4.				
core_newmark2017	newmark_2017	def.compensation_standard	Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying)	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	persons are defined as lobbyists if they receive a certain amount of money in exchange for lobbying (compensation standards) [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:521-523]	"BoS-derived. Threshold dollar value not specified by Newmark — only the presence/absence of any compensation threshold in the definition is scored. Atomization: Newmark groups ""compensation, expenditure, and time standards"" in one enumeration but treats each as a separate component (Table 2 column shows up to 7 def points, which only reaches 7 if all three standards are separate items). Loads 0.781 on factor 1."				
core_newmark2017	newmark_2017	def.expenditure_standard	Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying)	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	if they spend a certain amount of money in lobbying (expenditure standards) [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:523-524]	BoS-derived. Threshold dollar value not specified. Loads 0.563 on factor 1.				
core_newmark2017	newmark_2017	def.time_standard	Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying)	Definitions of lobbyists and registration requirements	boolean	Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise.	if they devote a certain amount of time in their lobbying efforts (time standards). Each of these is coded 1 if the state includes the provision in its definition of a lobbyist and 0 otherwise. [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:524-526]	BoS-derived. Threshold time value not specified. Loads 0.493 on factor 1 and 0.444 on factor 4.				
core_newmark2017	newmark_2017	prohib.contributions_anytime	Lobbyists prohibited from making campaign contributions at any time	Prohibited activities	boolean	each is coded 1/0 depending on if the state prohibits a given activity.	if lobbyists are prohibited from making campaign contributions at any time [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:529-530]	BoS-derived. Loads 0.558 on factor 2.				
core_newmark2017	newmark_2017	prohib.contributions_during_session	Lobbyists prohibited from making campaign contributions during legislative sessions	Prohibited activities	boolean	each is coded 1/0 depending on if the state prohibits a given activity.	if they are prohibited from making campaign contributions during the legislative sessions [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:530-531]	BoS-derived. Loads 0.329 on factor 2.				
core_newmark2017	newmark_2017	prohib.solicitation_by_officials	Solicitation by officials or employees for contributions or gifts is prohibited	Prohibited activities	boolean	each is coded 1/0 depending on if the state prohibits a given activity.	solicitations by officials or employees for contributions or gifts [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:531-532]	BoS-derived. Note: this item restricts the *officials*' demand-side behavior, not the lobbyist's supply-side. Loads 0.652 on factor 3 and -0.346 on factor 1.				
core_newmark2017	newmark_2017	prohib.contingent_compensation	Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective)	Prohibited activities	boolean	each is coded 1/0 depending on if the state prohibits a given activity.	Contingent compensation refers to restrictions on lobbyists receiving pay only if they achieve some lobbying-related objective. [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:533-535]	BoS-derived. Loads 0.522 on factor 2.				
core_newmark2017	newmark_2017	prohib.revolving_door	Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period)	Prohibited activities	boolean	each is coded 1/0 depending on if the state prohibits a given activity.	Revolving door laws prohibit lawmakers from becoming lobbyists without a waiting period before they can lobby. [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:535-536]	BoS-derived. Length of waiting period not coded — only presence/absence of any cooling-off requirement. Newmark notes elsewhere FL/IA require 2 years; TX/NE/VT require none (lines 134-136). Loads 0.534 on factor 2 and 0.345 on factor 4.				
core_newmark2017	newmark_2017	disclosure.influence_legislation_or_admin	Disclosure required: seeking to influence legislation or administrative action	Registration and reporting/disclosure requirements	boolean	if the state requires that a lobbyist discloses that they sought to influence legislation or if they spent money in a way that benefited a public official, they were coded 1 for each category (0 if not).	seeking to influence legislation or administrative action [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:540-541]	BoS-derived. Loads 0.766 on factor 1.				
core_newmark2017	newmark_2017	disclosure.expenditures_benefiting_officials	Disclosure required: expenditures benefiting public officials or employees	Registration and reporting/disclosure requirements	boolean	if the state requires that a lobbyist discloses that they sought to influence legislation or if they spent money in a way that benefited a public official, they were coded 1 for each category (0 if not).	expenditures benefitting public officials or employees [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:541-542]	"BoS-derived. Excluded from factor analysis (""no variation in this category"" per Table 3 footnote, line 1162-1163). Spelling in source: ""benefitting"" (with double t)."				
core_newmark2017	newmark_2017	disclosure.compensation_by_employer	Disclosure required: compensation received broken down by employer	Registration and reporting/disclosure requirements	boolean	Coded 1 if state requires this disclosure category, 0 if not.	compensation received (broken down by employer) [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:542-543]	BoS-derived. Loads 0.744 on factor 2 and 0.331 on factor 1.				
core_newmark2017	newmark_2017	disclosure.total_compensation	Disclosure required: total compensation received	Registration and reporting/disclosure requirements	boolean	Coded 1 if state requires this disclosure category, 0 if not.	total compensations received [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:543]	"BoS-derived. Source uses plural ""compensations"" — same construct as singular ""total compensation"" used in Table 3. Loads 0.834 on factor 2."				
core_newmark2017	newmark_2017	disclosure.categories_of_expenditures	Disclosure required: categories of expenditures	Registration and reporting/disclosure requirements	boolean	Coded 1 if state requires this disclosure category, 0 if not.	categories of expenditures [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:543]	BoS-derived. Loads 0.702 on factor 3.				
core_newmark2017	newmark_2017	disclosure.total_expenditures	Disclosure required: total expenditures toward lobbying	Registration and reporting/disclosure requirements	boolean	Coded 1 if state requires this disclosure category, 0 if not.	total expenditures toward lobbying [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:543-544]	BoS-derived. Loads 0.778 on factor 3.				
core_newmark2017	newmark_2017	disclosure.contributions_from_others	Disclosure required: contributions received from others for lobbying purposes	Registration and reporting/disclosure requirements	boolean	Coded 1 if state requires this disclosure category, 0 if not.	contributions received from others for lobbying purposes [papers/text/Newmark_2017__lobbying_regulation_revisited.txt:547]	BoS-derived. Loads 0.418 on factor 1 and 0.413 on factor 2.				
ext_opheim_enforce	opheim_1991	enforce.subpoena_witnesses	whether the agency may subpoena witnesses	Oversight and enforcement of regulations	boolean	states were coded 1 if the agency possessed this authority and 0 if it did not	whether the agency may subpoena witnesses [papers/text/Opheim_1991__state_lobby_regulation.txt:146-147]	BoS-defined (CSG Blue Book 1988-89). Refers to the agency or commission charged with regulating lobbyists.	COGEL Blue Book Table 31 — agency subpoena power over witnesses	HiredGuns	Q40	0.498
ext_opheim_enforce	opheim_1991	enforce.subpoena_records	subpoena records	Oversight and enforcement of regulations	boolean	states were coded 1 if the agency possessed this authority and 0 if it did not	subpoena records [papers/text/Opheim_1991__state_lobby_regulation.txt:147]	BoS-defined (CSG Blue Book 1988-89).	COGEL Blue Book Table 31 — agency subpoena power over records	HiredGuns	Q39	0.491
ext_opheim_enforce	opheim_1991	enforce.conduct_administrative_hearings	conduct administrative hearings	Oversight and enforcement of regulations	boolean	states were coded 1 if the agency possessed this authority and 0 if it did not	conduct administrative hearings [papers/text/Opheim_1991__state_lobby_regulation.txt:147-148]	BoS-defined (CSG Blue Book 1988-89).	COGEL Blue Book Table 31 — agency authority to conduct hearings	HiredGuns	Q39	0.518
ext_opheim_enforce	opheim_1991	enforce.impose_administrative_fines	impose administrative fines	Oversight and enforcement of regulations	boolean	states were coded 1 if the agency possessed this authority and 0 if it did not	impose administrative fines, impose administrative penalties [papers/text/Opheim_1991__state_lobby_regulation.txt:148]	"BoS-defined (CSG Blue Book 1988-89). Atomization quirk: Opheim lists ""impose administrative fines"" and ""impose administrative penalties"" as distinct items in the same sentence; kept as separate per Opheim's enumeration even though they are conceptually overlapping. The distinction is unexplained in the paper."	COGEL Blue Book Table 31 — agency authority to impose fines	HiredGuns	Q39	0.474
ext_opheim_enforce	opheim_1991	enforce.impose_administrative_penalties	impose administrative penalties	Oversight and enforcement of regulations	boolean	states were coded 1 if the agency possessed this authority and 0 if it did not	impose administrative fines, impose administrative penalties [papers/text/Opheim_1991__state_lobby_regulation.txt:148]	BoS-defined (CSG Blue Book 1988-89). See enforce.impose_administrative_fines note - distinction between fines and penalties is unexplained.	COGEL Blue Book Table 31 — agency authority to impose penalties	HiredGuns	Q39	0.496
ext_opheim_enforce	opheim_1991	enforce.file_independent_court_actions	file independent court actions	Oversight and enforcement of regulations	boolean	states were coded 1 if the agency possessed this authority and 0 if it did not	or file independent court actions. [papers/text/Opheim_1991__state_lobby_regulation.txt:148-149]	BoS-defined (CSG Blue Book 1988-89).	COGEL Blue Book Table 31 — agency authority to file independent court actions	HiredGuns	Q39	0.503
ext_opheim_income	opheim_1991	disclosure.sources_of_income	sources of income	Frequency and quality of disclosure	boolean	These seven categories were each coded dichotomously depending on whether the state required they be reported.	sources of income [papers/text/Opheim_1991__state_lobby_regulation.txt:131]	BoS-defined (CSG Blue Book 1988-89).	income disclosure — sources (distinct from compensation in core 3)	Newmark2017	disclosure.compensation_by_employer	0.505
ext_opheim_income	opheim_1991	disclosure.total_income	total income	Frequency and quality of disclosure	boolean	These seven categories were each coded dichotomously depending on whether the state required they be reported.	total income [papers/text/Opheim_1991__state_lobby_regulation.txt:131-132]	BoS-defined (CSG Blue Book 1988-89).	income disclosure — totals (distinct from compensation in core 3)	Newmark2017	disclosure.total_compensation	0.503
ext_opheim_oversight	opheim_1991	enforce.thoroughness_of_reviews	thoroughness of reviews of lobby reports by oversight agency	Oversight and enforcement of regulations	categorical	the thoroughness of reviews was coded (1 for review of all reports, 0 for less extensive review)	Thus the thoroughness of reviews was coded (1 for review of all reports, 0 for less extensive review). [papers/text/Opheim_1991__state_lobby_regulation.txt:140-142]	One of two items where finer distinctions were lost in 0/1 coding (per Opheim, line 152-154); intermediate possibilities (e.g., random/complaint-based review) collapsed to 0. BoS-defined (CSG Blue Book 1988-89).	oversight intensity — quality of report review (distinct from binary existence of audit in HiredGuns)	HiredGuns	Q40	0.585
ext_opheim_catchall	opheim_1991	disclosure.other_influence_peddling_or_conflict_of_interest	other activities that might constitute influence peddling or conflict of interest	Frequency and quality of disclosure	boolean	These seven categories were each coded dichotomously depending on whether the state required they be reported.	other activities that might constitute influence peddling or conflict of interest [papers/text/Opheim_1991__state_lobby_regulation.txt:132-133]	BoS-defined (CSG Blue Book 1988-89). Catch-all category - operational definition fully implicit; Opheim does not enumerate what activities qualify.	compendium escape-hatch for influence-peddling activities not otherwise enumerated	FOCAL	timeliness.2	0.552
ext_pri_2010_accessibility	pri_2010	accessibility.Q1	At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).	Data availability	binary			Source: docs/historical/pri-2026-rescore/results/pri_2010_accessibility_rubric.csv. PRI 2010 §IV Q1.	PRI 2010 included as coverage extension per user clearance 2026-05-06 — non-default, NOT a row-frame contributor			
ext_pri_2010_accessibility	pri_2010	accessibility.Q2	The state has a dedicated website for lobbying information.	Website existence	binary			Source: docs/historical/pri-2026-rescore/results/pri_2010_accessibility_rubric.csv. PRI 2010 §IV Q2. Likely obsolete for 2026 — flag for Phase 3.	PRI 2010 included as coverage extension per user clearance 2026-05-06 — non-default, NOT a row-frame contributor			
ext_pri_2010_accessibility	pri_2010	accessibility.Q3	How easily a state's lobbying website can be found.	Website identification	binary			"Source: docs/historical/pri-2026-rescore/results/pri_2010_accessibility_rubric.csv. PRI 2010 §IV Q3 (footnote 92 in source). PRI does not define ""easily"" — flag for Phase 3."	PRI 2010 included as coverage extension per user clearance 2026-05-06 — non-default, NOT a row-frame contributor			
ext_pri_2010_accessibility	pri_2010	accessibility.Q4	At least some current lobbying data/information available on the website for the most recent year.	Current data availability	binary			Source: docs/historical/pri-2026-rescore/results/pri_2010_accessibility_rubric.csv. PRI 2010 §IV Q4.	PRI 2010 included as coverage extension per user clearance 2026-05-06 — non-default, NOT a row-frame contributor			
ext_pri_2010_accessibility	pri_2010	accessibility.Q5	Historical lobbying information is available, downloadable, or at least viewable on the state's website.	Historical data availability	binary			"Source: docs/historical/pri-2026-rescore/results/pri_2010_accessibility_rubric.csv. PRI 2010 §IV Q5. ""Historical"" horizon not specified — flag for Phase 3."	PRI 2010 included as coverage extension per user clearance 2026-05-06 — non-default, NOT a row-frame contributor			
ext_pri_2010_accessibility	pri_2010	accessibility.Q6	How easily users can download lobbying data and information and analyze it, and specifically, whether users are able to download information in an electronic format that is immediately useable for analysis, such as Excel or SPSS.	Data format	binary			Source: docs/historical/pri-2026-rescore/results/pri_2010_accessibility_rubric.csv. PRI 2010 §IV Q6. 2010 treated CSV/Excel as gold standard; 2026 should reward bulk download / API access — flag for Phase 3.	PRI 2010 included as coverage extension per user clearance 2026-05-06 — non-default, NOT a row-frame contributor			
